date,sku_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,demand_forecast,total_revenue,total_cost,profit,profit_margin,below_reorder_flag,lost_sales_units,lost_revenue,forecast_error,abs_forecast_error
2024-12-13,SKU_43,WH_2,SUP_7,West,34,358,12,354,0,7.2,11.34,0,0,36.6,385.56,244.8,140.76,0.36507936507936506,0,0.0,0.0,-2.6000000000000014,2.6000000000000014
2024-12-14,SKU_43,WH_2,SUP_7,North,23,335,12,354,0,7.2,11.34,0,0,24.85,260.82,165.6,95.22,0.36507936507936506,1,0.0,0.0,-1.8500000000000014,1.8500000000000014
2024-12-15,SKU_43,WH_2,SUP_7,North,24,776,12,354,465,7.2,11.34,0,0,21.99,272.15999999999997,172.8,99.35999999999996,0.36507936507936495,0,0.0,0.0,2.0100000000000016,2.0100000000000016
2024-12-16,SKU_43,WH_2,SUP_7,West,14,762,12,354,0,7.2,11.34,0,0,12.43,158.76,100.8,57.959999999999994,0.36507936507936506,0,0.0,0.0,1.5700000000000003,1.5700000000000003
2024-12-17,SKU_43,WH_2,SUP_7,North,18,744,12,354,0,7.2,11.34,0,0,20.95,204.12,129.6,74.52000000000001,0.3650793650793651,0,0.0,0.0,-2.9499999999999993,2.9499999999999993
2024-12-18,SKU_43,WH_2,SUP_7,East,12,732,12,354,0,7.2,11.34,0,0,7.44,136.07999999999998,86.4,49.67999999999998,0.36507936507936495,0,0.0,0.0,4.56,4.56
2024-12-19,SKU_43,WH_2,SUP_7,West,15,717,12,354,0,7.2,11.34,0,0,14.4,170.1,108.0,62.099999999999994,0.36507936507936506,0,0.0,0.0,0.5999999999999996,0.5999999999999996
2024-12-20,SKU_43,WH_2,SUP_7,North,26,691,12,354,0,7.2,11.34,1,0,21.03,294.84,187.20000000000002,107.63999999999996,0.36507936507936495,0,0.0,0.0,4.969999999999999,4.969999999999999
2024-12-21,SKU_43,WH_2,SUP_7,West,15,676,12,354,0,7.2,11.34,0,0,18.75,170.1,108.0,62.099999999999994,0.36507936507936506,0,0.0,0.0,-3.75,3.75
2024-12-22,SKU_43,WH_2,SUP_7,South,14,662,12,354,0,7.2,11.34,0,0,9.16,158.76,100.8,57.959999999999994,0.36507936507936506,0,0.0,0.0,4.84,4.84
2024-12-23,SKU_43,WH_2,SUP_7,South,24,638,12,354,0,7.2,11.34,0,0,24.63,272.15999999999997,172.8,99.35999999999996,0.36507936507936495,0,0.0,0.0,-0.629999999999999,0.629999999999999
2024-12-24,SKU_43,WH_2,SUP_7,South,11,627,12,354,0,7.2,11.34,0,0,14.34,124.74,79.2,45.53999999999999,0.365079365079365,0,0.0,0.0,-3.34,3.34
2024-12-25,SKU_43,WH_2,SUP_7,East,12,615,12,354,0,7.2,11.34,0,0,17.69,136.07999999999998,86.4,49.67999999999998,0.36507936507936495,0,0.0,0.0,-5.690000000000001,5.690000000000001
2024-12-26,SKU_43,WH_2,SUP_7,West,23,592,12,354,0,7.2,11.34,0,0,25.95,260.82,165.6,95.22,0.36507936507936506,0,0.0,0.0,-2.9499999999999993,2.9499999999999993
2024-12-27,SKU_43,WH_2,SUP_7,West,20,572,12,354,0,7.2,11.34,0,0,17.31,226.8,144.0,82.80000000000001,0.3650793650793651,0,0.0,0.0,2.6900000000000013,2.6900000000000013
2024-12-28,SKU_43,WH_2,SUP_7,East,14,558,12,354,0,7.2,11.34,0,0,12.45,158.76,100.8,57.959999999999994,0.36507936507936506,0,0.0,0.0,1.5500000000000007,1.5500000000000007
2024-12-29,SKU_43,WH_2,SUP_7,North,12,546,12,354,0,7.2,11.34,0,0,14.76,136.07999999999998,86.4,49.67999999999998,0.36507936507936495,0,0.0,0.0,-2.76,2.76
2024-12-30,SKU_43,WH_2,SUP_7,West,20,526,12,354,0,7.2,11.34,0,0,20.97,226.8,144.0,82.80000000000001,0.3650793650793651,0,0.0,0.0,-0.9699999999999989,0.9699999999999989
2024-01-01,SKU_43,WH_3,SUP_4,South,7,925,7,378,0,16.22,20.24,0,0,9.86,141.67999999999998,113.53999999999999,28.139999999999986,0.19861660079051377,0,0.0,0.0,-2.8599999999999994,2.8599999999999994
2024-01-02,SKU_43,WH_3,SUP_4,North,20,905,7,378,0,16.22,20.24,0,0,17.3,404.79999999999995,324.4,80.39999999999998,0.1986166007905138,0,0.0,0.0,2.6999999999999993,2.6999999999999993
2024-01-03,SKU_43,WH_3,SUP_4,North,19,886,7,378,0,16.22,20.24,1,0,21.43,384.55999999999995,308.17999999999995,76.38,0.19861660079051385,0,0.0,0.0,-2.4299999999999997,2.4299999999999997
2024-01-04,SKU_43,WH_3,SUP_4,North,25,861,7,378,0,16.22,20.24,0,0,29.25,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,-4.25,4.25
2024-01-05,SKU_43,WH_3,SUP_4,West,29,832,7,378,0,16.22,20.24,0,0,26.42,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,2.5799999999999983,2.5799999999999983
2024-01-06,SKU_43,WH_3,SUP_4,South,28,804,7,378,0,16.22,20.24,1,0,28.26,566.7199999999999,454.15999999999997,112.55999999999995,0.19861660079051377,0,0.0,0.0,-0.26000000000000156,0.26000000000000156
2024-01-07,SKU_43,WH_3,SUP_4,South,18,786,7,378,0,16.22,20.24,0,0,14.58,364.32,291.96,72.36000000000001,0.19861660079051388,0,0.0,0.0,3.42,3.42
2024-01-08,SKU_43,WH_3,SUP_4,East,33,753,7,378,0,16.22,20.24,0,0,28.51,667.92,535.26,132.65999999999997,0.1986166007905138,0,0.0,0.0,4.489999999999998,4.489999999999998
2024-01-09,SKU_43,WH_3,SUP_4,West,25,728,7,378,0,16.22,20.24,0,0,20.42,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,4.579999999999998,4.579999999999998
2024-01-10,SKU_43,WH_3,SUP_4,South,30,698,7,378,0,16.22,20.24,0,0,34.16,607.1999999999999,486.59999999999997,120.59999999999997,0.1986166007905138,0,0.0,0.0,-4.159999999999997,4.159999999999997
2024-01-11,SKU_43,WH_3,SUP_4,East,26,672,7,378,0,16.22,20.24,0,0,29.29,526.24,421.71999999999997,104.52000000000004,0.1986166007905139,0,0.0,0.0,-3.289999999999999,3.289999999999999
2024-01-12,SKU_43,WH_3,SUP_4,West,19,653,7,378,0,16.22,20.24,0,0,19.28,384.55999999999995,308.17999999999995,76.38,0.19861660079051385,0,0.0,0.0,-0.28000000000000114,0.28000000000000114
2024-01-13,SKU_43,WH_3,SUP_4,East,19,634,7,378,0,16.22,20.24,1,0,17.0,384.55999999999995,308.17999999999995,76.38,0.19861660079051385,0,0.0,0.0,2.0,2.0
2024-01-14,SKU_43,WH_3,SUP_4,West,21,613,7,378,0,16.22,20.24,0,0,24.06,425.03999999999996,340.62,84.41999999999996,0.19861660079051374,0,0.0,0.0,-3.0599999999999987,3.0599999999999987
2024-01-15,SKU_43,WH_3,SUP_4,South,23,590,7,378,0,16.22,20.24,0,0,21.3,465.52,373.05999999999995,92.46000000000004,0.1986166007905139,0,0.0,0.0,1.6999999999999993,1.6999999999999993
2024-01-16,SKU_43,WH_3,SUP_4,East,20,570,7,378,0,16.22,20.24,0,0,25.77,404.79999999999995,324.4,80.39999999999998,0.1986166007905138,0,0.0,0.0,-5.77,5.77
2024-01-17,SKU_43,WH_3,SUP_4,North,19,551,7,378,0,16.22,20.24,0,0,22.07,384.55999999999995,308.17999999999995,76.38,0.19861660079051385,0,0.0,0.0,-3.0700000000000003,3.0700000000000003
2024-01-18,SKU_43,WH_3,SUP_4,West,24,527,7,378,0,16.22,20.24,0,0,26.93,485.76,389.28,96.48000000000002,0.19861660079051388,0,0.0,0.0,-2.9299999999999997,2.9299999999999997
2024-01-19,SKU_43,WH_3,SUP_4,South,21,506,7,378,0,16.22,20.24,0,0,19.39,425.03999999999996,340.62,84.41999999999996,0.19861660079051374,0,0.0,0.0,1.6099999999999994,1.6099999999999994
2024-01-20,SKU_43,WH_3,SUP_4,West,12,494,7,378,0,16.22,20.24,0,0,14.6,242.88,194.64,48.24000000000001,0.19861660079051388,0,0.0,0.0,-2.5999999999999996,2.5999999999999996
2024-01-21,SKU_43,WH_3,SUP_4,North,27,467,7,378,0,16.22,20.24,0,0,27.42,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-0.4200000000000017,0.4200000000000017
2024-01-22,SKU_43,WH_3,SUP_4,North,26,441,7,378,0,16.22,20.24,0,0,31.26,526.24,421.71999999999997,104.52000000000004,0.1986166007905139,0,0.0,0.0,-5.260000000000002,5.260000000000002
2024-01-23,SKU_43,WH_3,SUP_4,West,24,417,7,378,0,16.22,20.24,0,0,27.27,485.76,389.28,96.48000000000002,0.19861660079051388,0,0.0,0.0,-3.2699999999999996,3.2699999999999996
2024-01-24,SKU_43,WH_3,SUP_4,South,26,391,7,378,0,16.22,20.24,0,0,28.62,526.24,421.71999999999997,104.52000000000004,0.1986166007905139,0,0.0,0.0,-2.620000000000001,2.620000000000001
2024-01-25,SKU_43,WH_3,SUP_4,West,24,367,7,378,0,16.22,20.24,0,0,23.76,485.76,389.28,96.48000000000002,0.19861660079051388,1,0.0,0.0,0.23999999999999844,0.23999999999999844
2024-01-26,SKU_43,WH_3,SUP_4,West,18,795,7,378,446,16.22,20.24,0,0,25.38,364.32,291.96,72.36000000000001,0.19861660079051388,0,0.0,0.0,-7.379999999999999,7.379999999999999
2024-01-27,SKU_43,WH_3,SUP_4,East,29,766,7,378,0,16.22,20.24,1,0,24.83,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,4.170000000000002,4.170000000000002
2024-01-28,SKU_43,WH_3,SUP_4,East,25,741,7,378,0,16.22,20.24,0,0,29.73,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,-4.73,4.73
2024-01-29,SKU_43,WH_3,SUP_4,South,25,716,7,378,0,16.22,20.24,0,0,25.88,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,-0.879999999999999,0.879999999999999
2024-01-30,SKU_43,WH_3,SUP_4,South,26,690,7,378,0,16.22,20.24,0,0,32.71,526.24,421.71999999999997,104.52000000000004,0.1986166007905139,0,0.0,0.0,-6.710000000000001,6.710000000000001
2024-01-31,SKU_43,WH_3,SUP_4,West,24,666,7,378,0,16.22,20.24,1,0,19.53,485.76,389.28,96.48000000000002,0.19861660079051388,0,0.0,0.0,4.469999999999999,4.469999999999999
2024-02-01,SKU_43,WH_3,SUP_4,East,25,641,7,378,0,16.22,20.24,0,0,24.63,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,0.370000000000001,0.370000000000001
2024-02-02,SKU_43,WH_3,SUP_4,North,24,617,7,378,0,16.22,20.24,0,0,23.49,485.76,389.28,96.48000000000002,0.19861660079051388,0,0.0,0.0,0.5100000000000016,0.5100000000000016
2024-02-03,SKU_43,WH_3,SUP_4,West,29,588,7,378,0,16.22,20.24,0,0,29.68,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,-0.6799999999999997,0.6799999999999997
2024-02-04,SKU_43,WH_3,SUP_4,South,24,564,7,378,0,16.22,20.24,0,0,18.92,485.76,389.28,96.48000000000002,0.19861660079051388,0,0.0,0.0,5.079999999999998,5.079999999999998
2024-02-05,SKU_43,WH_3,SUP_4,South,27,537,7,378,0,16.22,20.24,0,0,27.78,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-0.7800000000000011,0.7800000000000011
2024-02-06,SKU_43,WH_3,SUP_4,West,28,509,7,378,0,16.22,20.24,0,0,28.85,566.7199999999999,454.15999999999997,112.55999999999995,0.19861660079051377,0,0.0,0.0,-0.8500000000000014,0.8500000000000014
2024-02-07,SKU_43,WH_3,SUP_4,East,23,486,7,378,0,16.22,20.24,0,0,29.01,465.52,373.05999999999995,92.46000000000004,0.1986166007905139,0,0.0,0.0,-6.010000000000002,6.010000000000002
2024-02-08,SKU_43,WH_3,SUP_4,South,29,457,7,378,0,16.22,20.24,1,0,30.5,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,-1.5,1.5
2024-02-09,SKU_43,WH_3,SUP_4,North,22,435,7,378,0,16.22,20.24,0,0,20.12,445.28,356.84,88.44,0.19861660079051385,0,0.0,0.0,1.879999999999999,1.879999999999999
2024-02-10,SKU_43,WH_3,SUP_4,North,24,411,7,378,0,16.22,20.24,0,0,22.67,485.76,389.28,96.48000000000002,0.19861660079051388,0,0.0,0.0,1.3299999999999983,1.3299999999999983
2024-02-11,SKU_43,WH_3,SUP_4,West,35,376,7,378,0,16.22,20.24,1,0,32.78,708.4,567.6999999999999,140.70000000000005,0.1986166007905139,1,0.0,0.0,2.219999999999999,2.219999999999999
2024-02-12,SKU_43,WH_3,SUP_4,East,29,564,7,378,217,16.22,20.24,0,0,25.1,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,3.8999999999999986,3.8999999999999986
2024-02-13,SKU_43,WH_3,SUP_4,East,25,539,7,378,0,16.22,20.24,0,0,24.87,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,0.129999999999999,0.129999999999999
2024-02-14,SKU_43,WH_3,SUP_4,North,23,516,7,378,0,16.22,20.24,0,0,25.9,465.52,373.05999999999995,92.46000000000004,0.1986166007905139,0,0.0,0.0,-2.8999999999999986,2.8999999999999986
2024-02-15,SKU_43,WH_3,SUP_4,North,29,487,7,378,0,16.22,20.24,0,0,33.49,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,-4.490000000000002,4.490000000000002
2024-02-16,SKU_43,WH_3,SUP_4,East,19,468,7,378,0,16.22,20.24,0,0,15.51,384.55999999999995,308.17999999999995,76.38,0.19861660079051385,0,0.0,0.0,3.49,3.49
2024-02-17,SKU_43,WH_3,SUP_4,North,34,434,7,378,0,16.22,20.24,0,0,32.23,688.16,551.48,136.67999999999995,0.19861660079051377,0,0.0,0.0,1.7700000000000031,1.7700000000000031
2024-02-18,SKU_43,WH_3,SUP_4,South,27,407,7,378,0,16.22,20.24,0,0,30.57,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-3.5700000000000003,3.5700000000000003
2024-02-19,SKU_43,WH_3,SUP_4,South,23,384,7,378,0,16.22,20.24,1,0,21.67,465.52,373.05999999999995,92.46000000000004,0.1986166007905139,0,0.0,0.0,1.3299999999999983,1.3299999999999983
2024-02-20,SKU_43,WH_3,SUP_4,South,29,355,7,378,0,16.22,20.24,0,0,29.65,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,1,0.0,0.0,-0.6499999999999986,0.6499999999999986
2024-02-21,SKU_43,WH_3,SUP_4,South,21,761,7,378,427,16.22,20.24,0,0,28.69,425.03999999999996,340.62,84.41999999999996,0.19861660079051374,0,0.0,0.0,-7.690000000000001,7.690000000000001
2024-02-22,SKU_43,WH_3,SUP_4,North,31,730,7,378,0,16.22,20.24,0,0,32.8,627.4399999999999,502.81999999999994,124.62,0.19861660079051385,0,0.0,0.0,-1.7999999999999972,1.7999999999999972
2024-02-23,SKU_43,WH_3,SUP_4,North,25,705,7,378,0,16.22,20.24,0,0,29.27,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,-4.27,4.27
2024-02-24,SKU_43,WH_3,SUP_4,West,28,677,7,378,0,16.22,20.24,0,0,26.84,566.7199999999999,454.15999999999997,112.55999999999995,0.19861660079051377,0,0.0,0.0,1.1600000000000001,1.1600000000000001
2024-02-25,SKU_43,WH_3,SUP_4,East,32,645,7,378,0,16.22,20.24,0,0,28.73,647.68,519.04,128.64,0.19861660079051383,0,0.0,0.0,3.2699999999999996,3.2699999999999996
2024-02-26,SKU_43,WH_3,SUP_4,West,29,616,7,378,0,16.22,20.24,0,0,29.17,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,-0.1700000000000017,0.1700000000000017
2024-02-27,SKU_43,WH_3,SUP_4,West,28,588,7,378,0,16.22,20.24,0,0,29.23,566.7199999999999,454.15999999999997,112.55999999999995,0.19861660079051377,0,0.0,0.0,-1.2300000000000004,1.2300000000000004
2024-02-28,SKU_43,WH_3,SUP_4,North,27,561,7,378,0,16.22,20.24,1,0,29.41,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-2.41,2.41
2024-02-29,SKU_43,WH_3,SUP_4,West,31,530,7,378,0,16.22,20.24,0,0,31.82,627.4399999999999,502.81999999999994,124.62,0.19861660079051385,0,0.0,0.0,-0.8200000000000003,0.8200000000000003
2024-03-01,SKU_43,WH_3,SUP_4,West,33,497,7,378,0,16.22,20.24,0,0,31.59,667.92,535.26,132.65999999999997,0.1986166007905138,0,0.0,0.0,1.4100000000000001,1.4100000000000001
2024-03-02,SKU_43,WH_3,SUP_4,North,35,462,7,378,0,16.22,20.24,1,0,35.65,708.4,567.6999999999999,140.70000000000005,0.1986166007905139,0,0.0,0.0,-0.6499999999999986,0.6499999999999986
2024-03-03,SKU_43,WH_3,SUP_4,West,29,433,7,378,0,16.22,20.24,0,0,26.59,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,2.41,2.41
2024-03-04,SKU_43,WH_3,SUP_4,West,29,404,7,378,0,16.22,20.24,0,0,32.41,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,-3.4099999999999966,3.4099999999999966
2024-03-05,SKU_43,WH_3,SUP_4,North,37,367,7,378,0,16.22,20.24,0,0,39.43,748.88,600.14,148.74,0.19861660079051385,1,0.0,0.0,-2.4299999999999997,2.4299999999999997
2024-03-06,SKU_43,WH_3,SUP_4,West,23,639,7,378,295,16.22,20.24,0,0,22.85,465.52,373.05999999999995,92.46000000000004,0.1986166007905139,0,0.0,0.0,0.14999999999999858,0.14999999999999858
2024-03-07,SKU_43,WH_3,SUP_4,North,29,610,7,378,0,16.22,20.24,0,0,28.92,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,0.0799999999999983,0.0799999999999983
2024-03-08,SKU_43,WH_3,SUP_4,West,37,573,7,378,0,16.22,20.24,0,0,38.62,748.88,600.14,148.74,0.19861660079051385,0,0.0,0.0,-1.6199999999999974,1.6199999999999974
2024-03-09,SKU_43,WH_3,SUP_4,East,25,548,7,378,0,16.22,20.24,0,0,30.55,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,-5.550000000000001,5.550000000000001
2024-03-10,SKU_43,WH_3,SUP_4,South,36,512,7,378,0,16.22,20.24,0,0,35.21,728.64,583.92,144.72000000000003,0.19861660079051388,0,0.0,0.0,0.7899999999999991,0.7899999999999991
2024-03-11,SKU_43,WH_3,SUP_4,West,32,480,7,378,0,16.22,20.24,0,0,32.29,647.68,519.04,128.64,0.19861660079051383,0,0.0,0.0,-0.28999999999999915,0.28999999999999915
2024-03-12,SKU_43,WH_3,SUP_4,South,27,453,7,378,0,16.22,20.24,1,0,31.34,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-4.34,4.34
2024-03-13,SKU_43,WH_3,SUP_4,West,30,423,7,378,0,16.22,20.24,0,0,33.44,607.1999999999999,486.59999999999997,120.59999999999997,0.1986166007905138,0,0.0,0.0,-3.4399999999999977,3.4399999999999977
2024-03-14,SKU_43,WH_3,SUP_4,West,31,392,7,378,0,16.22,20.24,0,0,34.94,627.4399999999999,502.81999999999994,124.62,0.19861660079051385,0,0.0,0.0,-3.9399999999999977,3.9399999999999977
2024-03-15,SKU_43,WH_3,SUP_4,North,27,365,7,378,0,16.22,20.24,0,0,28.79,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,1,0.0,0.0,-1.7899999999999991,1.7899999999999991
2024-03-16,SKU_43,WH_3,SUP_4,West,33,719,7,378,387,16.22,20.24,0,0,31.91,667.92,535.26,132.65999999999997,0.1986166007905138,0,0.0,0.0,1.0899999999999999,1.0899999999999999
2024-03-17,SKU_43,WH_3,SUP_4,West,27,692,7,378,0,16.22,20.24,0,0,31.86,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-4.859999999999999,4.859999999999999
2024-03-18,SKU_43,WH_3,SUP_4,West,29,663,7,378,0,16.22,20.24,0,0,25.84,586.9599999999999,470.38,116.57999999999993,0.19861660079051374,0,0.0,0.0,3.16,3.16
2024-03-19,SKU_43,WH_3,SUP_4,East,33,630,7,378,0,16.22,20.24,0,0,32.64,667.92,535.26,132.65999999999997,0.1986166007905138,0,0.0,0.0,0.35999999999999943,0.35999999999999943
2024-03-20,SKU_43,WH_3,SUP_4,West,31,599,7,378,0,16.22,20.24,0,0,27.9,627.4399999999999,502.81999999999994,124.62,0.19861660079051385,0,0.0,0.0,3.1000000000000014,3.1000000000000014
2024-03-21,SKU_43,WH_3,SUP_4,North,36,563,7,378,0,16.22,20.24,0,0,35.78,728.64,583.92,144.72000000000003,0.19861660079051388,0,0.0,0.0,0.21999999999999886,0.21999999999999886
2024-03-22,SKU_43,WH_3,SUP_4,West,37,526,7,378,0,16.22,20.24,0,0,42.09,748.88,600.14,148.74,0.19861660079051385,0,0.0,0.0,-5.090000000000003,5.090000000000003
2024-03-23,SKU_43,WH_3,SUP_4,South,40,486,7,378,0,16.22,20.24,1,0,35.87,809.5999999999999,648.8,160.79999999999995,0.1986166007905138,0,0.0,0.0,4.130000000000003,4.130000000000003
2024-03-24,SKU_43,WH_3,SUP_4,West,35,451,7,378,0,16.22,20.24,0,0,31.64,708.4,567.6999999999999,140.70000000000005,0.1986166007905139,0,0.0,0.0,3.3599999999999994,3.3599999999999994
2024-03-25,SKU_43,WH_3,SUP_4,East,23,428,7,378,0,16.22,20.24,0,0,26.45,465.52,373.05999999999995,92.46000000000004,0.1986166007905139,0,0.0,0.0,-3.4499999999999993,3.4499999999999993
2024-03-26,SKU_43,WH_3,SUP_4,South,31,397,7,378,0,16.22,20.24,0,0,29.77,627.4399999999999,502.81999999999994,124.62,0.19861660079051385,0,0.0,0.0,1.2300000000000004,1.2300000000000004
2024-03-27,SKU_43,WH_3,SUP_4,South,30,367,7,378,0,16.22,20.24,0,0,29.08,607.1999999999999,486.59999999999997,120.59999999999997,0.1986166007905138,1,0.0,0.0,0.9200000000000017,0.9200000000000017
2024-03-28,SKU_43,WH_3,SUP_4,West,27,565,7,378,225,16.22,20.24,1,0,28.38,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-1.379999999999999,1.379999999999999
2024-03-29,SKU_43,WH_3,SUP_4,East,25,540,7,378,0,16.22,20.24,0,0,25.79,505.99999999999994,405.5,100.49999999999994,0.19861660079051374,0,0.0,0.0,-0.7899999999999991,0.7899999999999991
2024-03-30,SKU_43,WH_3,SUP_4,South,28,512,7,378,0,16.22,20.24,0,0,30.1,566.7199999999999,454.15999999999997,112.55999999999995,0.19861660079051377,0,0.0,0.0,-2.1000000000000014,2.1000000000000014
2024-03-31,SKU_43,WH_3,SUP_4,East,26,486,7,378,0,16.22,20.24,0,0,25.73,526.24,421.71999999999997,104.52000000000004,0.1986166007905139,0,0.0,0.0,0.2699999999999996,0.2699999999999996
2024-04-01,SKU_43,WH_3,SUP_4,North,26,460,7,378,0,16.22,20.24,0,0,19.75,526.24,421.71999999999997,104.52000000000004,0.1986166007905139,0,0.0,0.0,6.25,6.25
2024-04-02,SKU_43,WH_3,SUP_4,South,22,438,7,378,0,16.22,20.24,0,0,21.54,445.28,356.84,88.44,0.19861660079051385,0,0.0,0.0,0.46000000000000085,0.46000000000000085
2024-04-03,SKU_43,WH_3,SUP_4,West,38,400,7,378,0,16.22,20.24,0,0,37.42,769.1199999999999,616.3599999999999,152.76,0.19861660079051385,0,0.0,0.0,0.5799999999999983,0.5799999999999983
2024-04-04,SKU_43,WH_3,SUP_4,South,28,372,7,378,0,16.22,20.24,0,0,26.52,566.7199999999999,454.15999999999997,112.55999999999995,0.19861660079051377,1,0.0,0.0,1.4800000000000004,1.4800000000000004
2024-04-05,SKU_43,WH_3,SUP_4,South,23,787,7,378,438,16.22,20.24,0,0,20.33,465.52,373.05999999999995,92.46000000000004,0.1986166007905139,0,0.0,0.0,2.6700000000000017,2.6700000000000017
2024-04-06,SKU_43,WH_3,SUP_4,West,22,765,7,378,0,16.22,20.24,0,0,20.7,445.28,356.84,88.44,0.19861660079051385,0,0.0,0.0,1.3000000000000007,1.3000000000000007
2024-04-07,SKU_43,WH_3,SUP_4,West,21,744,7,378,0,16.22,20.24,0,0,19.43,425.03999999999996,340.62,84.41999999999996,0.19861660079051374,0,0.0,0.0,1.5700000000000003,1.5700000000000003
2024-04-08,SKU_43,WH_3,SUP_4,East,28,716,7,378,0,16.22,20.24,0,0,24.83,566.7199999999999,454.15999999999997,112.55999999999995,0.19861660079051377,0,0.0,0.0,3.1700000000000017,3.1700000000000017
2024-04-09,SKU_43,WH_3,SUP_4,West,36,680,7,378,0,16.22,20.24,0,0,42.88,728.64,583.92,144.72000000000003,0.19861660079051388,0,0.0,0.0,-6.880000000000003,6.880000000000003
2024-04-10,SKU_43,WH_3,SUP_4,East,40,640,7,378,0,16.22,20.24,1,0,44.3,809.5999999999999,648.8,160.79999999999995,0.1986166007905138,0,0.0,0.0,-4.299999999999997,4.299999999999997
2024-04-11,SKU_43,WH_3,SUP_4,South,31,609,7,378,0,16.22,20.24,0,0,33.71,627.4399999999999,502.81999999999994,124.62,0.19861660079051385,0,0.0,0.0,-2.710000000000001,2.710000000000001
2024-04-12,SKU_43,WH_3,SUP_4,South,27,582,7,378,0,16.22,20.24,0,0,23.17,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,3.8299999999999983,3.8299999999999983
2024-04-13,SKU_43,WH_3,SUP_4,West,27,555,7,378,0,16.22,20.24,0,0,25.22,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,1.7800000000000011,1.7800000000000011
2024-04-14,SKU_43,WH_3,SUP_4,South,17,538,7,378,0,16.22,20.24,0,0,17.3,344.08,275.74,68.33999999999997,0.19861660079051377,0,0.0,0.0,-0.3000000000000007,0.3000000000000007
2024-04-15,SKU_43,WH_3,SUP_4,East,30,508,7,378,0,16.22,20.24,0,0,29.86,607.1999999999999,486.59999999999997,120.59999999999997,0.1986166007905138,0,0.0,0.0,0.14000000000000057,0.14000000000000057
2024-04-16,SKU_43,WH_3,SUP_4,North,35,473,7,378,0,16.22,20.24,0,0,33.95,708.4,567.6999999999999,140.70000000000005,0.1986166007905139,0,0.0,0.0,1.0499999999999972,1.0499999999999972
2024-04-17,SKU_43,WH_3,SUP_4,East,19,454,7,378,0,16.22,20.24,0,0,18.97,384.55999999999995,308.17999999999995,76.38,0.19861660079051385,0,0.0,0.0,0.030000000000001137,0.030000000000001137
2024-04-18,SKU_43,WH_3,SUP_4,South,27,427,7,378,0,16.22,20.24,0,0,25.71,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,1.2899999999999991,1.2899999999999991
2024-04-19,SKU_43,WH_3,SUP_4,West,27,400,7,378,0,16.22,20.24,0,0,31.95,546.4799999999999,437.93999999999994,108.53999999999996,0.1986166007905138,0,0.0,0.0,-4.949999999999999,4.949999999999999
2024-04-20,SKU_43,WH_3,SUP_4,North,31,369,7,378,0,16.22,20.24,0,0,29.41,627.4399999999999,502.81999999999994,124.62,0.19861660079051385,1,0.0,0.0,1.5899999999999999,1.5899999999999999
